date,home,away,home_score,away_score,surface,neutral
2025-06-22,Djokovic,Ruud,2,1,Hard,true
2025-06-22,De Minaur,Ruud,1,2,Hard,true
2025-06-22,Tsitsipas,Zverev,0,2,Hard,true
2025-06-23,De Minaur,Rune,2,1,Clay,true
2025-06-23,Medvedev,Tsitsipas,2,0,Hard,true
2025-06-23,Ruud,Sinner,0,2,Clay,true
2025-06-24,Djokovic,Alcaraz,2,0,Hard,true
2025-06-24,Rune,Fritz,1,2,Clay,true
2025-06-24,Rune,Sinner,1,2,Clay,true
2025-06-25,Rune,De Minaur,2,1,Hard,true
2025-06-25,Djokovic,Medvedev,2,1,Hard,true
2025-06-25,Alcaraz,Djokovic,0,2,Hard,true
2025-06-26,Djokovic,Alcaraz,1,2,Hard,true
2025-06-26,De Minaur,Djokovic,1,2,Clay,true
2025-06-26,Alcaraz,Medvedev,2,1,Clay,true
2025-06-27,Djokovic,Zverev,2,1,Clay,true
2025-06-27,Rune,Fritz,0,2,Clay,true
2025-06-27,Fritz,Tsitsipas,1,2,Hard,true
2025-06-28,Rune,Tsitsipas,1,2,Clay,true
2025-06-28,De Minaur,Tsitsipas,2,1,Clay,true
2025-06-28,Sinner,Djokovic,2,1,Clay,true
2025-06-29,Sinner,Ruud,2,1,Hard,true
2025-06-29,Fritz,De Minaur,0,2,Grass,true
2025-06-29,Sinner,Tsitsipas,2,1,Clay,true
2025-06-30,De Minaur,Zverev,0,2,Hard,true
2025-06-30,Ruud,Sinner,1,2,Grass,true
2025-06-30,Zverev,Fritz,2,0,Clay,true
2025-07-01,Zverev,De Minaur,1,2,Clay,true
2025-07-01,Sinner,De Minaur,2,1,Hard,true
2025-07-01,Alcaraz,Tsitsipas,2,0,Hard,true
2025-07-02,Fritz,Alcaraz,0,2,Clay,true
2025-07-02,Djokovic,Tsitsipas,2,0,Hard,true
2025-07-02,Rune,Djokovic,0,2,Clay,true
2025-07-03,De Minaur,Sinner,0,2,Clay,true
2025-07-03,Zverev,Djokovic,1,2,Clay,true
2025-07-03,Ruud,Rune,0,2,Hard,true
2025-07-04,Rune,Alcaraz,0,2,Hard,true
2025-07-04,Zverev,Rune,1,2,Clay,true
2025-07-04,Alcaraz,Ruud,2,0,Hard,true
2025-07-05,Zverev,Sinner,1,2,Hard,true
2025-07-05,Medvedev,Sinner,2,0,Hard,true
2025-07-05,Rune,Medvedev,2,1,Clay,true
2025-07-06,Djokovic,De Minaur,0,2,Hard,true
2025-07-06,Sinner,Rune,2,0,Hard,true
2025-07-06,Alcaraz,De Minaur,2,0,Hard,true
2025-07-07,Alcaraz,Rune,2,0,Hard,true
2025-07-07,Rune,Alcaraz,0,2,Hard,true
2025-07-07,Medvedev,Tsitsipas,2,1,Clay,true
2025-07-08,Zverev,Alcaraz,0,2,Grass,true
2025-07-08,Rune,Tsitsipas,2,0,Hard,true
2025-07-08,Ruud,De Minaur,0,2,Hard,true
2025-07-09,Djokovic,Ruud,2,0,Hard,true
2025-07-09,Alcaraz,Medvedev,0,2,Hard,true
2025-07-09,Tsitsipas,Rune,2,1,Hard,true
2025-07-10,Medvedev,De Minaur,2,1,Hard,true
2025-07-10,Djokovic,Alcaraz,0,2,Hard,true
2025-07-10,Zverev,Medvedev,1,2,Hard,true
2025-07-11,De Minaur,Tsitsipas,1,2,Hard,true
2025-07-11,Sinner,Ruud,2,1,Clay,true
2025-07-11,Djokovic,Zverev,1,2,Clay,true
2025-07-12,Fritz,Tsitsipas,2,1,Hard,true
2025-07-12,De Minaur,Medvedev,0,2,Hard,true
2025-07-12,De Minaur,Sinner,1,2,Clay,true
2025-07-13,Alcaraz,Fritz,2,0,Grass,true
2025-07-13,Medvedev,Zverev,0,2,Hard,true
2025-07-13,Fritz,De Minaur,2,0,Clay,true
2025-07-14,Fritz,Medvedev,0,2,Hard,true
2025-07-14,Tsitsipas,Djokovic,2,0,Clay,true
2025-07-14,Djokovic,Medvedev,1,2,Clay,true
2025-07-15,Rune,Djokovic,2,1,Hard,true
2025-07-15,Fritz,Ruud,0,2,Clay,true
2025-07-15,Sinner,De Minaur,2,0,Clay,true
2025-07-16,Ruud,Fritz,2,0,Clay,true
2025-07-16,Djokovic,Fritz,2,1,Hard,true
2025-07-16,Fritz,Zverev,1,2,Grass,true
2025-07-17,Sinner,Medvedev,2,0,Clay,true
2025-07-17,Rune,De Minaur,2,0,Hard,true
2025-07-17,Rune,Djokovic,1,2,Clay,true
2025-07-18,Zverev,Medvedev,2,0,Grass,true
2025-07-18,Rune,De Minaur,2,0,Hard,true
2025-07-18,Djokovic,Ruud,2,0,Hard,true
2025-07-19,De Minaur,Djokovic,0,2,Hard,true
2025-07-19,Ruud,Sinner,0,2,Clay,true
2025-07-19,Djokovic,Ruud,2,0,Clay,true
2025-07-20,Fritz,De Minaur,2,1,Hard,true
2025-07-20,Sinner,De Minaur,2,0,Hard,true
2025-07-20,Tsitsipas,Rune,1,2,Clay,true
2025-07-21,Medvedev,Fritz,1,2,Clay,true
2025-07-21,Alcaraz,Ruud,2,1,Hard,true
2025-07-21,Sinner,Ruud,2,0,Hard,true
2025-07-22,Rune,Djokovic,2,0,Clay,true
2025-07-22,Ruud,Zverev,2,1,Hard,true
2025-07-22,Sinner,Alcaraz,2,1,Hard,true
2025-07-23,Sinner,Zverev,0,2,Hard,true
2025-07-23,Sinner,De Minaur,2,1,Hard,true
2025-07-23,Tsitsipas,Fritz,0,2,Hard,true
2025-07-24,Fritz,Alcaraz,0,2,Hard,true
2025-07-24,Tsitsipas,Medvedev,1,2,Hard,true
2025-07-24,Alcaraz,Fritz,2,1,Clay,true
2025-07-25,Medvedev,De Minaur,2,0,Clay,true
2025-07-25,Tsitsipas,Sinner,1,2,Hard,true
2025-07-25,Zverev,Tsitsipas,2,0,Grass,true
2025-07-26,Ruud,Alcaraz,0,2,Grass,true
2025-07-26,Rune,De Minaur,2,1,Hard,true
2025-07-26,Medvedev,Tsitsipas,2,0,Grass,true
2025-07-27,Medvedev,Djokovic,2,1,Hard,true
2025-07-27,Ruud,Zverev,0,2,Hard,true
2025-07-27,Sinner,Medvedev,1,2,Clay,true
2025-07-28,Sinner,Tsitsipas,2,1,Clay,true
2025-07-28,Sinner,Tsitsipas,2,1,Hard,true
2025-07-28,De Minaur,Sinner,1,2,Grass,true
2025-07-29,Medvedev,Alcaraz,2,0,Hard,true
2025-07-29,Tsitsipas,Rune,0,2,Clay,true
2025-07-29,De Minaur,Ruud,0,2,Clay,true
2025-07-30,Rune,Ruud,2,0,Clay,true
2025-07-30,Ruud,Tsitsipas,2,0,Hard,true
2025-07-30,Fritz,Zverev,0,2,Clay,true
2025-07-31,Medvedev,Zverev,0,2,Hard,true
2025-07-31,De Minaur,Tsitsipas,0,2,Clay,true
2025-07-31,Alcaraz,De Minaur,2,1,Hard,true
2025-08-01,Djokovic,Sinner,0,2,Hard,true
2025-08-01,De Minaur,Zverev,0,2,Grass,true
2025-08-01,Fritz,Sinner,0,2,Hard,true
2025-08-02,De Minaur,Medvedev,1,2,Hard,true
2025-08-02,Medvedev,Tsitsipas,2,1,Grass,true
2025-08-02,Zverev,Alcaraz,1,2,Hard,true
2025-08-03,Zverev,Ruud,2,1,Hard,true
2025-08-03,Rune,Alcaraz,0,2,Grass,true
2025-08-03,De Minaur,Sinner,0,2,Hard,true
2025-08-04,Ruud,Sinner,0,2,Hard,true
2025-08-04,Rune,Tsitsipas,2,1,Hard,true
2025-08-04,Rune,Zverev,2,0,Clay,true
2025-08-05,Fritz,Sinner,1,2,Hard,true
2025-08-05,Fritz,Tsitsipas,2,1,Clay,true
2025-08-05,Rune,Djokovic,0,2,Hard,true
2025-08-06,Rune,Zverev,0,2,Hard,true
2025-08-06,Sinner,Medvedev,2,0,Clay,true
2025-08-06,Tsitsipas,Alcaraz,1,2,Grass,true
2025-08-07,Djokovic,Medvedev,2,1,Grass,true
2025-08-07,Ruud,Rune,1,2,Hard,true
2025-08-07,De Minaur,Fritz,1,2,Clay,true
2025-08-08,Zverev,Alcaraz,1,2,Clay,true
2025-08-08,Djokovic,Sinner,0,2,Clay,true
2025-08-08,De Minaur,Medvedev,1,2,Grass,true
2025-08-09,Sinner,Rune,2,0,Hard,true
2025-08-09,Zverev,Fritz,1,2,Grass,true
2025-08-09,Djokovic,Alcaraz,0,2,Clay,true
2025-08-10,Zverev,Ruud,2,0,Hard,true
2025-08-10,Medvedev,Ruud,0,2,Clay,true
2025-08-10,Rune,Ruud,2,0,Hard,true
2025-08-11,Medvedev,Zverev,0,2,Hard,true
2025-08-11,Rune,Zverev,1,2,Clay,true
2025-08-11,Alcaraz,De Minaur,2,0,Clay,true
2025-08-12,Ruud,Medvedev,0,2,Grass,true
2025-08-12,Medvedev,Rune,1,2,Clay,true
2025-08-12,Djokovic,Fritz,2,0,Hard,true
2025-08-13,Tsitsipas,Fritz,0,2,Clay,true
2025-08-13,Djokovic,Fritz,2,1,Hard,true
2025-08-13,Rune,Tsitsipas,2,0,Grass,true
2025-08-14,Djokovic,Ruud,2,0,Hard,true
2025-08-14,Ruud,Djokovic,0,2,Hard,true
2025-08-14,Zverev,Djokovic,2,0,Grass,true
2025-08-15,Tsitsipas,Rune,0,2,Grass,true
2025-08-15,Medvedev,Alcaraz,0,2,Clay,true
2025-08-15,De Minaur,Djokovic,1,2,Clay,true
2025-08-16,Alcaraz,Ruud,2,1,Clay,true
2025-08-16,Medvedev,Ruud,2,0,Hard,true
2025-08-16,Djokovic,Rune,2,0,Hard,true
2025-08-17,Ruud,Tsitsipas,0,2,Hard,true
2025-08-17,Alcaraz,Djokovic,2,1,Hard,true
2025-08-17,Djokovic,Ruud,2,1,Hard,true
2025-08-18,De Minaur,Sinner,1,2,Hard,true
2025-08-18,Tsitsipas,Rune,0,2,Clay,true
2025-08-18,De Minaur,Zverev,1,2,Hard,true
2025-08-19,Fritz,De Minaur,1,2,Hard,true
2025-08-19,Sinner,Rune,2,0,Hard,true
2025-08-19,Medvedev,Djokovic,0,2,Hard,true
2025-08-20,Tsitsipas,Zverev,0,2,Hard,true
2025-08-20,Djokovic,Tsitsipas,2,0,Hard,true
2025-08-20,Alcaraz,Sinner,1,2,Hard,true
2025-08-21,De Minaur,Rune,2,1,Hard,true
2025-08-21,De Minaur,Ruud,1,2,Grass,true
2025-08-21,Fritz,Rune,2,0,Hard,true
2025-08-22,Sinner,Zverev,0,2,Hard,true
2025-08-22,Fritz,Tsitsipas,2,1,Hard,true
2025-08-22,Rune,Medvedev,2,1,Clay,true
2025-08-23,Rune,Djokovic,0,2,Hard,true
2025-08-23,Medvedev,Zverev,1,2,Clay,true
2025-08-23,Rune,Zverev,1,2,Clay,true
2025-08-24,Tsitsipas,Zverev,0,2,Hard,true
2025-08-24,Sinner,Zverev,2,0,Hard,true
2025-08-24,Ruud,Zverev,1,2,Hard,true
2025-08-25,Zverev,De Minaur,2,0,Clay,true
2025-08-25,Djokovic,Sinner,2,0,Hard,true
2025-08-25,Medvedev,Tsitsipas,2,0,Hard,true
2025-08-26,Tsitsipas,Medvedev,0,2,Clay,true
2025-08-26,Djokovic,Fritz,1,2,Clay,true
2025-08-26,Djokovic,Alcaraz,1,2,Hard,true
2025-08-27,Ruud,Sinner,0,2,Hard,true
2025-08-27,De Minaur,Djokovic,0,2,Hard,true
2025-08-27,De Minaur,Medvedev,1,2,Hard,true
2025-08-28,Djokovic,Tsitsipas,2,1,Hard,true
2025-08-28,De Minaur,Medvedev,1,2,Grass,true
2025-08-28,Alcaraz,Tsitsipas,2,0,Hard,true
2025-08-29,De Minaur,Rune,0,2,Clay,true
2025-08-29,De Minaur,Zverev,1,2,Clay,true
2025-08-29,Fritz,Sinner,0,2,Hard,true
2025-08-30,Zverev,Medvedev,0,2,Hard,true
2025-08-30,Sinner,Medvedev,2,0,Clay,true
2025-08-30,Fritz,Medvedev,1,2,Clay,true
2025-08-31,Djokovic,Alcaraz,1,2,Grass,true
